CODGEO,pct_femmes_pop,pct_cadres_pop,age_median_pop
25093,46.05,16.67,42.0
25094,44.54,11.11,42.0
25095,45.27,17.24,42.0
25096,47.24,10.0,42.0
25097,52.95,32.31,42.0
25098,51.09,12.5,42.0
25099,46.96,11.11,42.0
25100,46.21,8.7,42.0
25101,51.15,13.99,42.0
25102,42.86,0.0,42.0
25103,49.33,11.11,42.0
25104,46.05,0.0,42.0
25105,50.31,9.8,42.0
25106,50.77,0.0,42.0
25107,47.0,14.29,42.0
25108,50.31,3.57,42.0
25109,46.45,11.62,42.0
25110,51.28,9.9,42.0
25111,45.52,16.03,42.0
25112,47.66,18.26,42.0
25113,48.92,0.0,42.0
25114,51.03,0.0,42.0
25115,53.87,7.14,42.0
25116,47.77,4.17,42.0
25117,46.67,20.0,42.0
25119,49.12,6.67,42.0
25120,47.34,9.1,42.0
25121,46.65,12.0,42.0
25122,49.81,3.7,42.0
25124,48.95,0.0,42.0
25125,49.52,6.67,42.0
25126,48.11,9.8,42.0
25127,49.66,5.86,42.0
25129,52.17,0.0,42.0
25131,50.0,0.0,42.0
25132,52.82,23.08,42.0
25133,50.86,21.05,42.0
25136,50.61,16.47,42.0
25138,50.35,0.0,42.0
25139,48.4,5.66,42.0
25141,59.16,0.0,42.0
25142,47.1,2.7,42.0
25143,49.51,23.53,42.0
25145,50.43,0.0,42.0
25147,51.37,18.03,42.0
25148,47.5,11.11,42.0
25149,48.75,18.77,42.0
25150,47.93,32.14,42.0
25151,47.86,20.0,42.0
25152,46.67,7.69,42.0
25153,52.63,6.25,42.0
25154,50.92,3.85,42.0
25155,50.77,17.24,42.0
25156,48.55,6.41,42.0
25157,48.32,5.15,42.0
25159,51.64,6.56,42.0
25160,47.45,8.28,42.0
25161,34.93,0.0,42.0
25162,44.81,0.0,42.0
25163,57.95,12.5,42.0
25164,45.89,0.0,42.0
25166,45.07,22.22,42.0
25170,51.72,20.0,42.0
25171,49.49,0.0,42.0
25172,49.99,3.7,42.0
25173,47.3,0.0,42.0
25174,48.14,0.0,42.0
25175,45.05,0.0,42.0
25176,48.17,12.45,42.0
25177,45.33,0.0,42.0
25178,52.42,7.14,42.0
25179,56.52,0.0,42.0
25180,49.57,0.0,42.0
25181,45.61,16.67,42.0
25182,51.96,0.0,42.0
25183,39.47,0.0,42.0
25184,46.36,11.11,42.0
25185,54.54,0.0,42.0
25186,50.61,20.39,42.0
25187,48.77,8.0,42.0
25188,48.78,17.26,42.0
25189,47.71,9.52,42.0
25190,51.05,9.92,42.0
25191,48.2,16.67,42.0
25192,48.77,14.29,42.0
25193,52.02,7.14,42.0
25194,54.46,0.0,42.0
25195,50.18,22.2,42.0
25196,49.57,15.1,42.0
25197,49.44,15.0,42.0
25198,56.67,6.88,42.0
25199,50.3,0.0,42.0
25200,53.45,21.2,42.0
25201,48.83,8.04,42.0
25202,51.2,0.0,42.0
25203,46.82,14.29,42.0
25204,52.73,6.83,42.0
25207,53.01,19.3,42.0
25208,54.04,12.5,42.0
25209,60.0,8.33,42.0
25210,45.34,40.0,42.0
25211,48.28,0.0,42.0
25212,51.04,23.35,42.0
25213,49.41,9.59,42.0
25214,49.37,10.15,42.0
25215,47.52,0.0,42.0
25216,50.66,0.0,42.0
25217,51.49,4.44,42.0
25218,47.88,23.08,42.0
25219,51.5,10.15,42.0
25220,51.5,12.5,42.0
25221,48.46,0.0,42.0
25222,50.73,10.73,42.0
25223,46.55,6.82,42.0
25224,48.42,15.85,42.0
25225,49.44,5.56,42.0
25226,49.51,0.0,42.0
25227,45.86,11.54,42.0
25228,51.71,13.32,42.0
25229,46.35,5.41,42.0
25230,52.52,12.18,42.0
25231,44.54,0.0,42.0
25232,46.0,30.0,42.0
25233,50.53,3.85,42.0
25234,49.71,0.0,42.0
25235,50.0,6.67,42.0
25236,46.2,12.0,42.0
25237,50.19,12.04,42.0
25238,50.32,8.47,42.0
25239,49.21,0.0,42.0
25240,48.56,13.96,42.0
25241,53.57,5.56,42.0
25242,47.54,10.0,42.0
25243,51.91,3.11,42.0
25244,52.38,18.18,42.0
25245,51.32,16.63,42.0
25246,51.41,4.55,42.0
25247,47.62,0.0,42.0
25248,50.07,3.28,42.0
25249,55.74,0.0,42.0
25251,49.03,21.05,42.0
25252,47.69,15.38,42.0
25253,48.79,18.75,42.0
25254,48.38,4.46,42.0
25255,48.47,18.42,42.0
25256,49.02,6.32,42.0
25257,50.56,17.24,42.0
25258,51.95,15.83,42.0
25259,51.09,2.97,42.0
25261,46.25,0.0,42.0
25262,45.82,3.76,42.0
25263,47.62,9.37,42.0
25264,48.19,0.0,42.0
25265,50.32,13.97,42.0
25266,49.6,10.0,42.0
25267,49.5,25.71,42.0
25268,45.6,0.0,42.0
25269,43.55,0.0,42.0
25270,47.06,33.33,42.0
25271,49.84,8.65,42.0
25273,48.02,0.0,42.0
25274,48.97,8.85,42.0
25275,47.09,5.26,42.0
25276,49.37,15.79,42.0
25277,48.19,25.0,42.0
25278,48.83,7.14,42.0
25279,46.61,7.14,42.0
25280,50.27,8.7,42.0
25281,52.21,10.0,42.0
25283,46.77,16.67,42.0
25284,51.21,5.59,42.0
25285,48.46,10.59,42.0
25286,51.2,7.69,42.0
25287,52.2,18.03,42.0
25288,47.67,9.58,42.0
25289,54.55,0.0,42.0
25290,47.92,0.0,42.0
25293,49.22,6.03,42.0
25295,46.47,12.9,42.0
25296,48.36,6.52,42.0
25298,51.64,4.17,42.0
25299,50.93,7.14,42.0
25300,53.0,3.7,42.0
25301,50.36,6.9,42.0
25304,50.03,5.13,42.0
25305,47.82,11.12,42.0
25306,50.0,0.0,42.0
25307,48.36,16.82,42.0
25308,48.23,8.51,42.0
25309,50.73,9.73,42.0
25310,52.04,0.0,42.0
25311,49.16,15.79,42.0
25312,52.38,0.0,42.0
25313,46.84,0.0,42.0
25314,49.37,3.85,42.0
25315,52.92,5.71,42.0
25316,50.21,16.67,42.0
25317,52.06,10.0,42.0
25318,48.64,13.31,42.0
25320,50.13,4.96,42.0
25321,49.2,14.1,42.0
25322,49.16,21.04,42.0
25323,50.86,7.68,42.0
25324,45.28,12.5,42.0
25325,44.83,11.76,42.0
25326,49.03,12.24,42.0
25327,41.43,12.5,42.0
25328,52.47,20.83,42.0
25329,46.67,0.0,42.0
25330,47.18,0.0,42.0
25331,51.05,3.57,42.0
25332,49.51,11.67,42.0
25333,48.49,14.12,42.0
25334,51.18,4.54,42.0
25335,51.32,12.66,42.0
25336,49.27,19.58,42.0
25338,50.57,0.0,42.0
25339,49.85,4.76,42.0
25340,50.26,23.53,42.0
25341,50.0,0.0,42.0
25342,39.74,0.0,42.0
25343,50.31,0.0,42.0
25344,51.35,0.0,42.0
25345,50.21,22.54,42.0
25346,51.19,11.76,42.0
25348,47.15,10.91,42.0
25349,49.37,7.41,42.0
25350,50.31,13.75,42.0
25351,50.65,0.0,42.0
25354,44.23,7.69,42.0
25355,48.39,0.0,42.0
25356,52.24,6.53,42.0
25357,49.15,8.43,42.0
25359,46.88,0.0,42.0
25360,46.85,29.41,42.0
25361,48.68,22.1,42.0
25362,47.55,6.9,42.0
25364,51.55,15.87,42.0
25365,50.31,0.0,42.0
25366,47.75,11.54,42.0
25367,51.29,5.95,42.0
25368,51.15,13.13,42.0
25369,48.67,0.0,42.0
25370,51.65,12.31,42.0
25371,51.39,10.53,42.0
25372,48.94,15.38,42.0
25373,40.0,0.0,42.0
25374,53.33,8.0,42.0
25375,50.61,15.6,42.0
25376,47.06,6.67,42.0
25377,50.43,21.74,42.0
25378,51.78,11.54,42.0
25379,53.52,0.0,42.0
25380,44.79,4.28,42.0
25381,51.84,24.36,42.0
25382,48.78,16.84,42.0
25383,48.84,11.11,42.0
25384,41.77,10.0,42.0
25385,53.17,0.0,42.0
25386,50.0,0.0,42.0
25387,47.45,14.21,42.0
25388,51.46,14.54,42.0
25389,43.48,0.0,42.0
25390,48.06,8.26,42.0
25391,51.78,9.52,42.0
25392,46.63,16.67,42.0
25393,49.36,9.26,42.0
25394,50.04,13.16,42.0
25395,50.68,27.74,42.0
25397,53.79,16.3,42.0
25400,51.82,4.76,42.0
25401,46.15,0.0,42.0
25402,50.0,50.0,42.0
25403,48.31,12.68,42.0
25404,42.86,0.0,42.0
25405,48.38,15.46,42.0
25406,50.89,12.94,42.0
25408,53.57,0.0,42.0
25410,52.77,12.81,42.0
25411,50.43,10.34,42.0
25413,50.89,3.64,42.0
25414,46.97,11.76,42.0
25415,46.54,9.09,42.0
25416,47.83,9.52,42.0
25417,49.01,6.49,42.0
25418,49.92,22.83,42.0
25419,46.81,0.0,42.0
25420,49.09,23.81,42.0
25421,56.57,0.0,42.0
25422,48.82,10.0,42.0
25424,49.98,5.48,42.0
25425,50.13,6.45,42.0
25426,49.17,0.0,42.0
25427,52.15,11.63,42.0
25428,51.19,15.17,42.0
25429,48.25,10.74,42.0
25430,48.89,0.0,42.0
25431,51.09,7.14,42.0
25432,49.06,6.81,42.0
25433,36.59,0.0,42.0
25434,51.64,8.98,42.0
25435,50.84,0.0,42.0
25436,45.9,0.0,42.0
25437,52.44,8.82,42.0
25438,51.17,8.02,42.0
25439,49.56,5.88,42.0
25440,46.2,2.86,42.0
25441,37.31,0.0,42.0
25442,50.0,5.81,42.0
25443,38.98,12.5,42.0
25444,51.77,26.67,42.0
25445,47.97,0.0,42.0
25446,41.88,4.76,42.0
25447,48.8,9.38,42.0
25448,51.42,23.68,42.0
25449,48.87,0.0,42.0
25450,48.84,18.18,42.0
25451,47.13,11.11,42.0
25452,50.42,12.2,42.0
25453,51.13,5.83,42.0
25454,51.26,17.37,42.0
25455,48.99,5.88,42.0
25456,48.88,0.0,42.0
25457,50.45,0.0,42.0
25458,48.13,3.16,42.0
25459,47.9,16.67,42.0
25460,48.39,15.94,42.0
25461,48.66,6.67,42.0
25462,50.91,10.6,42.0
25463,52.6,8.92,42.0
25464,46.9,0.0,42.0
25465,51.92,5.56,42.0
25466,50.86,12.94,42.0
25467,51.8,24.58,42.0
25468,49.25,11.39,42.0
25469,47.29,10.87,42.0
25470,53.8,0.0,42.0
25471,48.92,0.0,42.0
25472,45.16,0.0,42.0
25473,48.98,18.06,42.0
25474,48.57,18.18,42.0
25475,52.09,9.84,42.0
25476,50.74,0.0,42.0
25477,52.62,24.87,42.0
25478,49.06,0.0,42.0
25479,48.55,9.9,42.0
25481,48.21,12.12,42.0
25482,50.09,10.61,42.0
25483,48.0,0.0,42.0
25485,47.09,4.35,42.0
25486,50.22,13.04,42.0
25487,51.22,40.0,42.0
25488,54.21,0.0,42.0
25489,50.97,4.55,42.0
25490,52.82,15.17,42.0
25491,52.88,7.14,42.0
25492,49.48,12.5,42.0
25493,49.86,2.96,42.0
25494,46.8,8.98,42.0
25495,52.15,10.16,42.0
25496,45.45,0.0,42.0
25497,48.55,9.79,42.0
25498,45.24,0.0,42.0
25499,46.02,38.46,42.0
25500,44.66,0.0,42.0
25501,52.63,0.0,42.0
25502,49.31,10.2,42.0
25503,55.17,0.0,42.0
25504,45.68,0.0,42.0
25505,50.13,3.28,42.0
25506,47.25,10.0,42.0
25507,40.23,0.0,42.0
25508,49.38,12.39,42.0
25510,48.89,10.78,42.0
25511,52.06,3.27,42.0
25512,49.46,7.44,42.0
25513,40.43,50.0,42.0
25514,47.57,11.11,42.0
25515,48.96,7.14,42.0
25516,46.77,0.0,42.0
25517,46.51,4.0,42.0
25518,43.31,6.41,42.0
25519,47.77,7.14,42.0
25520,46.56,0.0,42.0
25521,51.9,27.27,42.0
25522,44.75,13.33,42.0
25523,49.92,16.67,42.0
25524,48.87,14.77,42.0
25525,49.34,11.54,42.0
25526,52.51,18.25,42.0
25527,52.73,11.11,42.0
25528,48.65,10.0,42.0
25529,52.57,10.17,42.0
25532,53.41,16.43,42.0
25534,49.0,13.64,42.0
25535,49.34,12.0,42.0
25536,48.94,16.67,42.0
25537,45.03,8.94,42.0
25538,52.14,0.0,42.0
25539,51.84,10.28,42.0
25540,48.87,14.81,42.0
25541,52.02,4.95,42.0
25542,51.11,24.86,42.0
25544,47.69,5.56,42.0
25545,53.49,7.69,42.0
25546,52.0,0.0,42.0
25547,48.68,6.19,42.0
25548,48.46,0.0,42.0
25550,50.2,0.0,42.0
25551,53.73,0.0,42.0
25552,50.43,0.0,42.0
25553,48.35,6.25,42.0
25554,55.12,0.0,42.0
25555,51.32,16.63,42.0
25556,59.57,40.0,42.0
25557,49.39,41.97,42.0
25558,49.93,16.71,42.0
25559,51.17,13.64,42.0
25560,52.84,21.19,42.0
25561,52.59,10.81,42.0
25562,47.78,15.0,42.0
25563,51.26,8.33,42.0
25564,51.22,9.26,42.0
25565,51.69,14.81,42.0
25566,47.27,0.0,42.0
25567,48.72,0.0,42.0
25569,47.61,11.77,42.0
25570,60.71,0.0,42.0
25571,47.74,3.92,42.0
25572,51.43,28.57,42.0
25573,33.33,0.0,42.0
25574,50.99,0.0,42.0
25575,50.32,22.37,42.0
25578,47.51,7.49,42.0
25579,48.41,13.04,42.0
25580,51.34,8.7,42.0
25582,48.59,5.88,42.0
25583,43.66,8.7,42.0
25584,51.54,10.0,42.0
25586,49.65,14.41,42.0
25588,46.15,0.0,42.0
25589,47.3,0.0,42.0
25590,43.75,0.0,42.0
25591,48.3,7.14,42.0
25592,46.21,7.35,42.0
25594,50.71,10.53,42.0
25595,43.16,0.0,42.0
25596,52.31,0.0,42.0
25597,52.74,0.0,42.0
25598,49.7,8.01,42.0
25599,50.78,3.57,42.0
25600,46.12,10.0,42.0
25601,48.23,8.62,42.0
25602,47.46,14.29,42.0
25604,47.58,14.29,42.0
25605,50.6,6.98,42.0
25607,49.02,0.0,42.0
25608,50.56,6.25,42.0
25609,51.01,14.63,42.0
25611,51.01,20.08,42.0
25612,50.37,10.14,42.0
25613,46.81,10.0,42.0
25614,50.07,10.88,42.0
25615,48.18,6.0,42.0
25616,47.88,6.9,42.0
25617,52.16,3.57,42.0
25618,49.29,13.95,42.0
25619,46.78,17.65,42.0
25621,51.34,0.0,42.0
25622,51.29,6.67,42.0
25623,46.48,0.0,42.0
25624,42.55,0.0,42.0
25625,55.1,0.0,42.0
25626,49.12,0.0,42.0
25627,50.51,3.57,42.0
25629,50.52,16.0,42.0
25630,51.25,11.11,42.0
25631,50.09,26.23,42.0
25632,50.57,16.01,42.0
25633,50.51,13.64,42.0
25634,51.87,11.27,42.0
25635,46.99,0.0,42.0
26001,50.9,11.9,42.0
26002,49.25,12.89,42.0
26003,50.0,0.0,42.0
26004,49.56,19.16,42.0
26005,51.35,16.07,42.0
26006,50.87,14.41,42.0
26007,45.87,15.38,42.0
26008,50.53,8.4,42.0
26009,51.34,6.39,42.0
26010,50.21,11.15,42.0
26011,51.23,8.62,42.0
26012,38.71,33.33,42.0
26013,50.68,0.0,42.0
26014,49.83,4.92,42.0
26015,51.39,14.29,42.0
26016,49.29,8.57,42.0
26017,29.41,0.0,42.0
26018,37.5,0.0,42.0
26019,51.35,0.0,42.0
26020,49.42,0.0,42.0
26021,49.34,8.33,42.0
26022,54.95,0.0,42.0
26023,50.88,12.84,42.0
26024,48.63,27.27,42.0
26025,50.0,0.0,42.0
26026,51.32,0.0,42.0
26027,48.03,0.0,42.0
26028,49.34,25.93,42.0
26031,51.6,15.96,42.0
26032,51.74,21.91,42.0
26033,50.86,14.82,42.0
26034,48.98,9.62,42.0
26035,50.51,7.32,42.0
26036,46.6,0.0,42.0
26037,51.75,19.8,42.0
26038,48.27,9.43,42.0
26039,47.95,13.48,42.0
26040,42.68,0.0,42.0
26041,50.28,12.91,42.0
26042,51.84,16.53,42.0
26043,48.94,7.14,42.0
26045,49.79,12.08,42.0
26046,44.16,9.09,42.0
26047,45.82,30.77,42.0
26048,54.39,0.0,42.0
26049,51.62,19.66,42.0
26050,52.63,0.0,42.0
26051,53.42,12.5,42.0
26052,50.44,10.87,42.0
26054,50.04,13.91,42.0
26055,48.37,16.67,42.0
26056,51.36,14.52,42.0
26057,53.31,9.83,42.0
26058,51.11,13.39,42.0
26059,48.06,0.0,42.0
26060,46.71,0.0,42.0
26061,50.77,9.43,42.0
26062,47.06,50.0,42.0
26063,50.81,10.99,42.0
26064,50.82,18.3,42.0
26065,49.65,19.05,42.0
26066,37.14,20.0,42.0
26067,47.46,0.0,42.0
26068,49.76,21.74,42.0
26069,50.41,0.0,42.0
26070,51.58,7.84,42.0
26071,51.4,10.74,42.0
26072,49.84,10.94,42.0
26073,49.12,20.0,42.0
26074,50.44,6.25,42.0
26075,36.0,0.0,42.0
26076,35.48,0.0,42.0
26077,49.06,19.23,42.0
26078,51.23,10.13,42.0
26079,49.24,21.62,42.0
26080,40.05,0.0,42.0
26081,47.62,14.29,42.0
26082,50.95,0.0,42.0
26083,54.84,14.62,42.0
26084,50.33,15.8,42.0
26085,49.51,9.01,42.0
26086,50.76,12.96,42.0
26087,49.11,14.27,42.0
26088,51.88,11.69,42.0
26089,49.18,33.33,42.0
26090,50.0,0.0,42.0
26091,41.86,0.0,42.0
26092,48.99,6.21,42.0
26093,49.92,18.64,42.0
26094,50.11,3.57,42.0
26095,50.28,7.21,42.0
26096,49.92,7.77,42.0
26097,49.35,12.9,42.0
26098,50.59,15.79,42.0
26099,49.81,1.85,42.0
26100,46.14,19.74,42.0
26101,48.91,15.38,42.0
26102,48.87,6.67,42.0
26103,50.5,0.0,42.0
26104,43.95,0.0,42.0
26105,54.05,0.0,42.0
26106,48.39,4.63,42.0
26107,50.79,10.52,42.0
26108,53.52,12.87,42.0
26110,49.31,23.73,42.0
26111,51.04,25.0,42.0
26112,49.75,10.0,42.0
26113,53.82,9.89,42.0
26114,54.32,14.17,42.0
26115,48.76,7.02,42.0
26116,50.58,10.48,42.0
26117,44.64,79.17,42.0
26118,49.73,10.46,42.0
26119,50.83,16.47,42.0
26121,48.81,11.0,42.0
26122,49.96,0.0,42.0
26124,51.05,16.34,42.0
26125,50.97,10.96,42.0
26126,51.11,33.33,42.0
26127,53.33,0.0,42.0
26128,40.0,75.0,42.0
26129,50.05,10.19,42.0
26130,33.33,0.0,42.0
26131,52.29,36.36,42.0
26133,49.46,0.0,42.0
26134,46.99,0.0,42.0
26135,50.82,0.0,42.0
26136,39.22,0.0,42.0
26137,51.04,7.14,42.0
26138,52.05,17.05,42.0
26139,52.99,22.68,42.0
26140,48.33,5.63,42.0
26141,46.52,34.62,42.0
26142,44.07,0.0,42.0
26143,50.21,13.25,42.0
26144,51.03,15.79,42.0
26145,50.07,15.61,42.0
26146,51.85,16.15,42.0
26147,40.0,0.0,42.0
26148,50.38,11.24,42.0
26149,51.91,8.33,42.0
26150,54.55,50.0,42.0
26153,47.37,11.11,42.0
26154,54.3,8.33,42.0
26155,49.16,3.28,42.0
26156,50.05,14.92,42.0
26157,50.16,13.51,42.0
26159,57.39,14.29,42.0
26160,52.99,7.61,42.0
26161,45.0,0.0,42.0
26162,49.24,1.22,42.0
26163,47.83,0.0,42.0
26164,49.12,14.29,42.0
26165,51.57,9.59,42.0
26166,51.24,7.01,42.0
26167,51.19,2.56,42.0
26168,50.04,4.77,42.0
26169,49.48,15.08,42.0
26170,49.83,20.27,42.0
26171,47.64,5.56,42.0
26172,50.11,5.71,42.0
26173,51.1,9.76,42.0
26174,47.05,8.93,42.0
26175,53.98,4.76,42.0
26176,49.97,14.84,42.0
26177,48.37,12.41,42.0
26178,50.17,16.67,42.0
26179,49.46,11.73,42.0
26180,51.4,0.0,42.0
26181,48.56,5.26,42.0
26182,52.42,13.66,42.0
26183,50.02,15.18,42.0
26185,48.51,10.2,42.0
26186,48.61,30.0,42.0
26188,50.58,6.17,42.0
26189,51.66,16.67,42.0
26190,51.79,12.5,42.0
26191,49.98,15.72,42.0
26192,50.94,29.03,42.0
26193,50.45,9.3,42.0
26194,50.74,15.25,42.0
26195,50.26,0.0,42.0
26196,51.26,19.05,42.0
26197,51.74,18.1,42.0
26198,52.82,13.48,42.0
26200,54.46,0.0,42.0
26201,47.06,0.0,42.0
26202,47.98,9.52,42.0
26203,44.92,11.56,42.0
26204,50.74,16.71,42.0
26205,55.95,0.0,42.0
26206,49.94,14.78,42.0
26207,50.23,6.9,42.0
26208,50.81,12.39,42.0
26209,34.62,0.0,42.0
26210,46.37,12.73,42.0
26211,51.01,13.06,42.0
26212,50.04,15.0,42.0
26213,49.17,10.29,42.0
26214,45.33,12.5,42.0
26215,49.62,5.61,42.0
26216,51.43,8.11,42.0
26217,47.67,21.05,42.0
26218,51.53,14.12,42.0
26220,55.49,9.99,42.0
26221,47.27,0.0,42.0
26222,50.0,0.0,42.0
26223,48.85,5.77,42.0
26224,52.04,14.29,42.0
26225,51.05,14.55,42.0
26226,54.77,2.72,42.0
26227,70.37,100.0,42.0
26228,40.91,0.0,42.0
26229,51.32,0.0,42.0
26231,50.63,13.54,42.0
26232,50.76,12.7,42.0
26233,50.37,10.31,42.0
26234,49.53,6.72,42.0
26235,51.4,8.48,42.0
26236,55.26,7.14,42.0
26238,54.92,31.82,42.0
26239,49.0,4.67,42.0
26240,48.78,0.0,42.0
26241,44.9,11.11,42.0
26243,50.45,13.06,42.0
26244,54.7,0.0,42.0
26245,33.33,0.0,42.0
26246,50.35,15.38,42.0
26247,49.53,10.53,42.0
26248,49.44,4.55,42.0
26249,50.41,13.43,42.0
26250,50.83,11.58,42.0
26251,47.69,2.56,42.0
26252,52.31,6.22,42.0
26253,50.0,0.0,42.0
26254,52.0,0.0,42.0
26255,51.61,50.0,42.0
26256,47.33,9.09,42.0
26257,51.05,13.64,42.0
26258,49.76,7.32,42.0
26259,50.55,7.69,42.0
26261,50.25,12.5,42.0
26262,47.71,12.5,42.0
26263,44.86,16.67,42.0
26264,48.18,15.15,42.0
26266,39.13,0.0,42.0
26267,53.85,0.0,42.0
26268,47.41,22.22,42.0
26269,44.64,0.0,42.0
26270,48.48,8.33,42.0
26271,51.79,13.0,42.0
26272,49.79,2.7,42.0
26273,49.89,17.24,42.0
26275,49.28,14.74,42.0
26276,47.92,12.18,42.0
26277,52.63,14.29,42.0
26278,52.91,13.04,42.0
26279,48.33,14.29,42.0
26281,52.39,12.0,42.0
26282,48.48,20.83,42.0
26283,41.67,0.0,42.0
26284,50.27,14.29,42.0
26285,50.42,3.42,42.0
26286,58.33,33.33,42.0
26287,51.14,5.92,42.0
26288,48.69,3.35,42.0
26289,51.06,12.59,42.0
26290,46.29,0.0,42.0
26291,50.59,0.0,42.0
26292,53.23,12.5,42.0
26293,49.43,18.52,42.0
26294,49.72,23.07,42.0
26295,50.03,9.47,42.0
26296,48.39,25.0,42.0
26298,50.57,5.23,42.0
26299,52.38,10.2,42.0
26300,38.78,0.0,42.0
26301,52.5,10.97,42.0
26302,48.33,10.01,42.0
26303,45.95,0.0,42.0
26304,48.87,20.0,42.0
26305,50.97,10.28,42.0
26306,47.29,8.7,42.0
26307,52.92,8.4,42.0
26308,48.54,0.0,42.0
26309,51.17,9.52,42.0
26310,53.16,17.65,42.0
26311,49.75,4.88,42.0
26312,51.5,11.71,42.0
26313,51.68,9.08,42.0
26314,45.17,10.04,42.0
26315,47.25,8.33,42.0
26316,51.9,4.76,42.0
26317,53.76,8.57,42.0
26318,51.52,0.0,42.0
26319,50.62,6.74,42.0
26320,48.5,11.11,42.0
26321,50.73,0.0,42.0
26322,53.5,2.58,42.0
26323,49.25,13.68,42.0
26324,53.15,17.83,42.0
26325,50.57,8.17,42.0
26326,47.99,16.91,42.0
26327,48.8,23.53,42.0
26328,48.21,0.0,42.0
26329,50.0,7.69,42.0
26330,51.11,6.02,42.0
26331,46.39,1.39,42.0
26332,50.87,8.72,42.0
26333,53.69,10.18,42.0
26334,51.95,30.0,42.0
26335,50.93,22.73,42.0
26336,50.94,20.29,42.0
26337,51.64,7.23,42.0
26338,51.37,13.57,42.0
26339,50.37,10.77,42.0
26340,52.12,11.76,42.0
26341,50.74,3.91,42.0
26342,49.37,11.43,42.0
26343,51.4,0.0,42.0
26344,49.59,7.89,42.0
26345,51.67,12.5,42.0
26346,46.15,16.0,42.0
26347,51.8,14.26,42.0
26348,50.96,9.23,42.0
26349,47.74,16.13,42.0
26350,51.57,0.0,42.0
26351,62.5,0.0,42.0
26352,49.84,16.0,42.0
26353,48.07,12.07,42.0
26355,48.52,10.3,42.0
26356,58.04,14.29,42.0
26357,53.17,8.29,42.0
26358,50.08,21.48,42.0
26359,66.67,0.0,42.0
26360,51.57,17.64,42.0
26361,52.24,15.38,42.0
26362,52.37,16.51,42.0
26363,46.34,0.0,42.0
26364,47.09,3.38,42.0
26365,50.28,16.67,42.0
26367,50.16,11.94,42.0
26368,48.44,0.0,42.0
26369,46.27,0.0,42.0
26370,49.61,18.18,42.0
26372,45.45,0.0,42.0
26373,48.15,9.09,42.0
26374,59.09,0.0,42.0
26375,54.55,100.0,42.0
26376,46.53,0.0,42.0
26377,52.5,3.6,42.0
26378,51.35,0.0,42.0
26379,51.5,11.28,42.0
26380,49.91,13.46,42.0
26381,51.0,9.52,42.0
26382,48.09,15.79,42.0
27001,50.08,3.7,42.0
27002,48.29,18.75,42.0
27003,49.16,26.03,42.0
27004,49.39,16.0,42.0
27005,48.29,13.45,42.0
27006,47.4,6.67,42.0
27008,49.9,9.59,42.0
27009,53.42,5.66,42.0
27010,51.72,0.0,42.0
27011,49.79,10.57,42.0
27012,47.99,16.27,42.0
27013,51.16,8.16,42.0
27014,48.07,19.38,42.0
27015,49.28,17.54,42.0
27016,52.2,6.84,42.0
27017,51.88,14.48,42.0
27018,50.44,14.23,42.0
27019,48.47,0.0,42.0
27020,51.15,15.43,42.0
27021,47.94,6.67,42.0
27022,51.98,6.89,42.0
27023,51.06,15.86,42.0
27025,49.31,15.91,42.0
27026,46.86,17.0,42.0
27027,50.39,0.0,42.0
27028,44.82,6.67,42.0
27031,50.8,20.46,42.0
27032,49.7,9.4,42.0
27033,47.56,3.12,42.0
27034,50.16,6.67,42.0
27035,51.96,0.0,42.0
27036,50.62,5.66,42.0
27037,51.75,7.49,42.0
27038,50.74,7.14,42.0
27039,50.83,18.18,42.0
27040,51.57,14.58,42.0
27042,53.41,15.38,42.0
27043,49.26,6.89,42.0
27044,50.12,11.54,42.0
27045,49.09,5.8,42.0
27046,46.85,8.33,42.0
27047,45.54,5.15,42.0
27048,48.62,8.7,42.0
27049,49.44,7.2,42.0
27050,51.79,5.45,42.0
27051,52.28,6.09,42.0
27052,49.32,27.27,42.0
27053,47.0,10.0,42.0
27054,56.41,8.51,42.0
27055,47.93,6.25,42.0
27056,54.72,13.12,42.0
27057,51.07,0.0,42.0
27059,49.11,6.25,42.0
27061,50.47,8.18,42.0
27062,48.63,19.66,42.0
27063,52.36,7.69,42.0
27064,52.4,6.11,42.0
27065,51.49,8.63,42.0
27066,48.1,6.06,42.0
27067,49.84,14.95,42.0
27068,49.74,0.0,42.0
27069,51.84,4.69,42.0
27070,49.11,6.47,42.0
27071,46.98,4.35,42.0
27072,48.45,13.89,42.0
27073,49.0,10.28,42.0
27074,49.77,5.88,42.0
27075,47.17,0.0,42.0
27076,51.31,14.58,42.0
27077,51.06,8.24,42.0
27078,48.41,20.69,42.0
27079,49.23,6.67,42.0
27081,52.58,4.17,42.0
27082,51.58,8.06,42.0
27083,48.46,12.0,42.0
27085,48.13,9.38,42.0
27089,50.98,11.91,42.0
27090,50.53,15.6,42.0
27091,47.94,8.57,42.0
27094,53.49,22.22,42.0
27095,48.36,5.09,42.0
27096,49.9,12.12,42.0
27097,49.77,13.46,42.0
27098,47.22,0.0,42.0
27099,49.97,11.94,42.0
27100,48.08,6.0,42.0
27101,50.2,3.92,42.0
27102,50.74,18.0,42.0
27103,53.33,14.12,42.0
27104,50.46,10.36,42.0
27105,51.47,12.69,42.0
27106,50.23,6.24,42.0
27107,50.5,10.14,42.0
